"Brand","Price","Photo","Model.Number","Engine.Type","Fuel.Type","Fuel.Tank.Capacity..Litres.","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player","power_hp","pojemnosc_L","moment_obrotowy_lb_ft","wysokosc_in","dlugosc_in","szerokosc_in","rozstaw_osi_in","przeswit_in","cylindry","bak","skrzynia_biegow","naped","siedzenia","drzwi","waga_lbs","paliwo","city_mpg","highway_mpg","nadwozie"
"Honda","28,890","https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_AWD_2023.jpg","HR-V Sport AWD 2023","2.0L Inline-4 Gas","Gasoline","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","Yes","","","","Yes","","","","","","",158,2,138,63.8,179.8,72.4,104.5,NA,4,NA,"CVT","all",5,4,NA,"Petrol",25,30,"SUV"
"Honda","24,850","https://www.ccarprice.com/products/Honda_HR-V_LX_AWD_2023.jpg","HR-V LX AWD 2023","2.0L Inline-4 Gas","Gasoline","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","Yes","","","Yes","Yes","","","","","","",158,2,138,63.4,179.8,72.4,104.5,NA,4,NA,"CVT","all",5,4,NA,"Petrol",25,30,"SUV"
"Honda","27,500","https://www.ccarprice.com/products/Honda_Civic_Si_Sedan_with_Summer_Tires_2022_Price.jpg","Civic Si Sedan with Summer Tires 2022","1.5L Turbo Inline-4 Gas","Premium","12.4 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","","",200,1.5,192,55.5,184,70.9,107.7,NA,4,45,"Manual","front",5,4,2952,"Petrol",27,37,"Sedan"
"Honda","28,580","https://www.ccarprice.com/products/Honda_Accord_Sport_1_5T_CVT_2022.jpg","Accord Sport 1.5T CVT 2022","1.5L Turbo Inline-4 Gas","Gasoline","14.8 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",192,1.5,192,57.1,196.1,73.3,111.4,5.8,4,53,"CVT","front",5,4,3223,"Petrol",29,35,"Sedan"
"Honda","15,520","https://www.ccarprice.com/products/Honda_Fit_Sport_2022.jpg","Fit Sport 2022","1.5L Inline-4 Gas","Petrol","10.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",130,1.5,114,60,161.4,67,99.6,4.4,4,38,"Manual","front",5,4,2553,"Petrol",29,36,"Hatchback"
"Honda","18,960","https://www.ccarprice.com/products/Honda_Fit_EX_2022.jpg","Fit EX 2022","1.5L Inline-4 Gas","Petrol","10.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",128,1.5,113,60,161.4,67,99.6,4.4,4,38,"Manual","front",5,4,2644,"Petrol",31,36,"Hatchback"
"Honda","44,730","https://www.ccarprice.com/products/Honda_Ridgeline_RTL-E_AWD_2023.jpg","Ridgeline RTL-E 2023","3.5L V6 Gas","Petrol","19.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",280,3.5,262,70.8,210.2,78.6,125.2,NA,6,72,"Automatic","all",5,4,4510,"Petrol",18,24,"SUV"
"Honda","16,190","https://www.ccarprice.com/products/Honda_Fit_LX_2022.jpg","Fit LX 2022","1.5L Inline-4 Gas","Petrol","10.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",130,1.5,114,60,161.4,67,99.6,4.4,4,38,"Manual","front",5,4,2522,"Petrol",29,36,"Hatchback"
"Honda","21,870","https://www.ccarprice.com/products/Honda_HR_V_EX_L_2022.jpg","HR V EX L 2022","1.8L Inline-4 Gas","Gasoline","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",141,1.8,127,63.2,170.9,70.5,102.8,5.4,4,49,"CVT","all",5,4,2974,"Petrol",28,34,"SUV"
"Honda","41,780","https://www.ccarprice.com/products/Honda_Ridgeline_RTL_2023_1.jpg","Ridgeline RTL 2023","3.5L V6 Gas","Petrol","19.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",280,3.5,262,70.8,210.2,78.6,125.2,NA,6,72,"Automatic","all",5,4,4475,"Petrol",18,24,"SUV"
"Honda","38,800","https://www.ccarprice.com/products/Honda_Ridgeline_Sport_2023.jpg","Ridgeline Sport 2023","3.5L V6 Gas","Petrol","19.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",280,3.5,262,70.8,210.2,78.6,125.2,NA,6,72,"Automatic","all",5,4,4436,"Petrol",18,24,"SUV"
"Honda","39,970","https://www.ccarprice.com/products/Honda_Passport_EXL_AWD_2022.jpg","Passport EX-L AWD 2022","3.5-liter V6 Gas","Gasoline","19.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","Yes","","","","","","",280,3.5,262,72.2,189.1,78.6,111,NA,NA,72,"Automatic","all",5,4,4236,"Petrol",19,24,"SUV"
"Honda","27,450","https://www.ccarprice.com/products/Honda_HR-V_EX-L_2023_1.jpg","HR-V EX-L 2023","2.0L Inline-4 Gas","Gasoline","14.8 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","Yes","","","","Yes","","","","","","",158,2,138,63.4,179.8,72.4,104.5,NA,4,53,"CVT","front",5,4,NA,"Petrol",26,32,"SUV"
"Honda","32,350","https://www.ccarprice.com/products/Honda_CR-V_EX_2023_1.jpg","CR-V EX 2023","1.5-liter Turbo Inline-4 Gas","Petrol","14 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","",190,1.5,179,66.1,182.1,73,104.8,NA,4,53,"CVT","front",5,4,3398,"Petrol",28,34,"SUV"
"Honda","26,570","https://www.ccarprice.com/products/Honda_HR-V_EX-L_AWD_2022.jpg","HR-V EX-L 2022","1.8-liter Inline-4 Gas","Petrol","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","Yes","","","","Yes","","","","","","",141,1.8,127,63.2,170.4,69.8,102.8,5.4,4,49,"CVT","front",5,4,2974,"Petrol",28,34,"SUV"
"Honda","25,070","https://www.ccarprice.com/products/Honda_HR-V_EX-L_2022.jpg","HR-V EX-L 2022","1.8L Inline-4 Gas","Petrol","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","Yes","","","","Yes","","","","","","",141,1.8,127,63.2,170.4,69.8,102.8,5.4,4,49,"CVT","front",5,4,2959,"Petrol",28,34,"SUV"
"Honda","23,650","https://www.ccarprice.com/products/Honda_HR-V_2023_1.jpg","HR-V 2023","2.0L Inline-4 Gas","Gasoline","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","Yes","","","","Yes","","","","","","",158,2,138,63.4,179.8,72.4,104.5,NA,4,NA,"CVT","front",5,4,NA,"Petrol",26,32,"SUV"
"Honda","26,890","https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_2023.jpg","HR-V Sport 2023","2.0L Inline-4 Gas","Gasoline","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","Yes","","","","Yes","","","","","","",158,2,138,63.8,179.8,72.4,104.5,NA,4,NA,"CVT","front",5,4,NA,"Petrol",26,32,"SUV"
"Honda","25,320","https://www.ccarprice.com/products/Honda_HR-V_Sport_AWD_2022.jpg","HR-V Sport AWD 2022","1.8L Inline-4 Gas","Gasoline","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","Yes","","","","Yes","","","","","","",141,1.8,127,63.2,170.9,70.5,102.8,5.4,4,49,"CVT","all",5,4,3096,"Petrol",26,31,"SUV"
"Honda","44,310","https://www.ccarprice.com/products/Honda_Pilot_TrailSport_2022.jpg","Pilot TrailSport 2022","3.5L V6 Gas","Gasoline","19.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","",280,3.5,262,71.2,196.5,78.6,110.9,NA,6,72,"Automatic","all",8,5,4251,"Petrol",19,25,"SUV"
"Honda","23,650","https://www.ccarprice.com/products/Honda_HR-V_LX_2023_1.jpg","HR-V LX 2023","2.0L Inline-4 Gas","Gasoline","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","Yes","","","","Yes","","","","","","",158,2,138,63.4,179.8,72.4,104.5,NA,4,NA,"CVT","front",5,4,NA,"Petrol",26,32,"SUV"
"Honda","34,640","https://www.ccarprice.com/products/Honda-Accord-Hybrid-EXL-2023.jpg","Accord Hybrid EX-L 2023","2.0L Inline-4 Hybrid","Hybrid","12.8 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",143,2,129,57.1,196.1,73.3,111.4,5.8,4,45,"CVT","front",5,4,3388,"Hybrid",48,48,"Sedan"
"Honda","33,860","https://www.ccarprice.com/products/Honda_Accord_Sport_2.0T_2023_1.jpg","Accord Sport 2.0T 2023","2.0L Turbo Inline-4 Gas","Gasoline","14.8 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",252,2,273,57.1,196.1,73.3,111.4,NA,4,53,"Automatic","front",5,4,3380,"Petrol",22,32,"Sedan"
"Honda","33,260","https://www.ccarprice.com/products/Honda_Accord_Sport_2.0T_2022.jpg","Accord Sport 2.0T 2022","2.0L Turbo Inline-4 Gas","Gasoline","14.8 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",252,2,273,57.1,196.1,73.3,111.4,NA,4,53,"Automatic","front",5,4,3380,"Petrol",22,32,"Sedan"
"BMW","A","https://www.ccarprice.com/products/BMW_740i_2023_1.jpg","740i 2023","3.0-liter Twin-Turbo Inline-6 Gas","Gasoline","20.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","","","","","",503,3,479,58.2,207.4,74.9,126.4,NA,NA,76,"Automatic","rear",5,4,4244,"Petrol",22,29,"Sedan"
"BMW","A","https://www.ccarprice.com/products/BMW_8_Series_840i_2023_1.jpg","8 Series 840i 2023","3.0-liter Turbo Inline-6 Gas","Gasoline","18 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","","","",335,3,368,52.8,191.1,74.9,111.1,4.8,6,68,"Automatic","rear",4,2,3933,"Petrol",54,70,"Coupe"
"BMW","A","https://www.ccarprice.com/products/Bmw-M5-Competition-2023.jpg","M5 Competition 2023","4.4L Twin-Turbo V8 Gas","Gasoline","20.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","Yes","Yes","Yes","Yes","","Yes","","Yes","","","","Yes","Yes","Yes","","Yes","","","","","",600,4.4,553,57.8,196.4,74.9,117.4,8,4,76,"Automatic","all",4,4,4345,"Petrol",15,21,"Sedan"
"BMW","A","https://www.ccarprice.com/products/BMW_M5_CS_Sedan_2023.jpg","M5 CS Sedan 2023","4.4L Twin-Turbo V8 Gas","Gasoline","20.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","Yes","Yes","Yes","Yes","Yes","","","","","",627,4.4,553,57.8,196.4,74.9,117.4,8,4,76,"Automatic","all",4,4,4114,"Petrol",15,21,"Coupe"
"BMW","A","https://www.ccarprice.com/products/BMW_X5_45e_2023.jpg","X5 45e 2023","3.0L Turbo Inline-6 Plug-in Hybrid","Plug-in Hybrid","18.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","",282,3,331,68.7,193.8,78.9,117.1,8,6,68,"Automatic","all",5,4,5646,"Hybrid",NA,NA,"SUV"
"BMW","308,090","https://www.ccarprice.com/products/BMW_M8_Coupe_Competition_2023.jpg","M8 Coupe Competition 2023","petrol engine","Premium","20.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","","Yes","","","",NA,NA,NA,53,191.2,74.9,111.1,5,8,76,"Automatic","all",4,2,4295,"Petrol",15,21,""
"BMW","102,900","https://www.ccarprice.com/products/BMW_M6_2022.jpg","M6 2022","Twin Turbo Premium Unleaded V-8 4.4 L","Petrol","80 L","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","",560,4.4,503,55,196,84,114,4,8,80,"Automatic","rear",4,2,4211,"Petrol",22,33,"Coupe"
"BMW","105,990","https://www.ccarprice.com/products/BMW_M6_2023_1.jpg","M6 2023","Twin Turbo Premium Unleaded V-8 4.4 L","Petrol","80 L","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","",560,4.4,503,55,196,84,114,4,8,80,"Automatic","rear",4,2,4211,"Petrol",22,33,"Coupe"
"BMW","57,100","https://www.ccarprice.com/products/BMW_530i_xDrive_Sedan_2023.jpg","530i xDrive 2023","2.0-liter Turbo Inline-4 Gas","Gasoline","18 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","","",248,2,258,58.2,195.8,73.5,117.1,NA,NA,68,"Automatic","all",5,4,3878,"Petrol",23,32,"Sedan"
"BMW","56,400","https://www.ccarprice.com/products/BMW_530e_Plug_In_Hybrid_2023_2.jpg","530e Plug-In Hybrid 2023","2.0L Turbo Inline-4 Hybrid","Hybrid","12.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","","",288,2,310,58.4,195.8,73.5,117.1,NA,NA,45,"Automatic","rear",5,4,4222,"Hybrid",NA,NA,"Sedan"
"BMW","52,800","https://www.ccarprice.com/products/BMW_Z4_Roadster_2023_1.jpg","Z4 Roadster 2023","2.0L Turbo Inline-4 Gas","Gasoline","13.7 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","","","","","",255,2,295,51.4,170.7,73.4,97.2,NA,4,49,"Automatic","rear",2,2,3287,"Petrol",25,32,"Convertible"
"BMW","185,000","https://www.ccarprice.com/products/BMW_XM_Label_Red_2023.jpg","XM Label Red 2023","twin-turbo V8 plug-in hybrid (PHEV)","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","Yes","Yes","","","","",735,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic","all",5,4,NA,"Electric",70,0,"SUV"
"BMW","134,100","https://www.ccarprice.com/products/BMW_M8_Competition_Coupe_2023.jpg","M8 Competition Coupe 2023","4.4-liter Twin-Turbo V8 Gas","Premium","20.1 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","","","","","",617,4.4,553,53,191.2,74.9,111.1,5,NA,76,"Automatic","all",4,2,4295,"Petrol",15,21,"Coupe"
"BMW","58,250","https://www.ccarprice.com/products/BMW_M440i_Coupe_2024.jpg","M440i Coupe 2024","3.0L Turbo Inline-6 Gas","Premium","15.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","","","Yes","","","","","",382,3,369,54.8,188,72.9,112.2,NA,6,57,"Automatic","rear",4,2,3858,"Petrol",24,32,"Coupe"
"BMW","47,400","https://www.ccarprice.com/products/BMW_430i_Coupe_2023.jpg","430i Coupe 2023","2.0L Turbo Inline-4 Gas","Gasoline","15.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","","",255,2,295,54.6,187.9,72.9,112.2,4.6,4,57,"Automatic","rear",4,2,3578,"Petrol",25,34,"Coupe"
"BMW","46,400","https://www.ccarprice.com/products/BMW_2_Series_M235i_xDrive_Gran_Coupe_2023.jpg","2 Series M235i xDrive Gran Coupe 2023","2.0L Turbo Inline-4 Gas","","13.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","","","","","","Yes","","","","","","",301,2,332,55.9,178.5,70.9,105.1,NA,NA,49,"Automatic","all",5,4,2605,"Unknown",24,33,"Sedan"
"BMW","145,000","https://www.ccarprice.com/products/BMW_Alpina_XB7_xDrive_2023_1.jpg","ALPINA XB7 xDrive 2023","4.4-liter Twin-Turbo V8 Gas","Gasoline","21.9 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","","",630,4.4,590,70.7,203.3,78.7,122.2,NA,8,79,"Automatic","all",7,5,5860,"Petrol",NA,NA,"SUV"
"BMW","77,790","https://www.ccarprice.com/products/BMW_M550i_Xdrive_2022.jpg","M550i Xdrive 2022","4.4L Twin-Turbo V8 Gas","Gasoline","18 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","","",523,4.4,553,58.4,195.8,73.5,117.1,5.1,8,68,"Automatic","all",5,4,4275,"Petrol",17,25,"Sedan"
"BMW","89,000","https://www.ccarprice.com/products/BMW_X4_2022.jpg","X4 xDrive30i 2022","2.0-liter Turbo Inline-4 Gas","Premium","17.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","Yes","","Yes","","","","","",248,2,258,63.8,187.6,75.5,112.8,7.2,4,64,"Automatic","all",5,4,4178,"Petrol",21,28,"SUV"
